#Frame                com          pep          pro         bind
     10.7200       2.6201       2.3241       2.5590       2.1166
     10.7300       2.6930       2.2760       2.6345       2.1947
     10.7400       2.5609       2.1262       2.5038       2.1142
     10.7500       2.5293       2.2928       2.4594       2.0971
     10.7600       2.4739       2.1973       2.4226       2.1404
     10.7700       2.4614       2.2779       2.3932       2.0361
     10.7800       2.4819       2.5294       2.3935       2.1724
     10.7900       2.4496       2.3857       2.3495       2.1761
     10.8000       2.5092       2.3794       2.4366       2.1448
     10.8100       2.5573       2.4107       2.4891       2.1373
     10.8200       2.5632       2.2983       2.4867       2.1628
     10.8300       2.3963       2.3359       2.3216       2.0969
     10.8400       2.6000       2.3572       2.5494       2.1539
     10.8500       2.5416       2.2541       2.4816       2.1234
     10.8600       2.6467       2.3068       2.5920       2.1524
     10.8700       2.5349       2.3100       2.4719       2.1534
     10.8800       2.5825       2.0801       2.5369       2.0982
     10.8900       2.6058       2.0724       2.5509       2.0673
     10.9000       2.4953       2.0139       2.4663       2.0499
     10.9100       2.5019       2.2496       2.4587       2.1079
     10.9200       2.5382       2.2054       2.4920       2.0593
     10.9300       2.5469       2.2730       2.4963       2.0981
     10.9400       2.5974       2.1890       2.5480       2.1501
     10.9500       2.6038       2.1815       2.5529       2.1285
     10.9600       2.6439       2.0159       2.6078       2.1398
     10.9700       2.5737       2.0575       2.5482       2.0996
     10.9800       2.5389       2.0402       2.5144       2.0794
     10.9900       2.5058       2.0201       2.4823       2.0120
     11.0000       2.5980       2.0860       2.5592       2.0602
     11.0100       2.7322       2.0933       2.7177       2.1409
     11.0200       2.6590       2.0094       2.6417       2.1195
     11.0300       2.5766       2.1252       2.5349       2.0786
     11.0400       2.5570       2.1600       2.5050       2.0427
     11.0500       2.5903       2.2122       2.5390       2.0905
     11.0600       2.5395       2.2784       2.5026       2.0387
     11.0700       2.5880       2.3583       2.5410       2.0996
     11.0800       2.5360       2.3599       2.4806       2.1406
     11.0900       2.6183       2.3693       2.5769       2.0687
     11.1000       2.6306       2.2634       2.5912       2.0937
     11.1100       2.5554       2.1842       2.5189       1.9928
     11.1200       2.6688       2.3503       2.6272       2.1024
     11.1300       2.6249       2.3568       2.5809       2.0849
     11.1400       2.5537       2.2730       2.5200       2.0373
     11.1500       2.4624       2.2847       2.4080       1.9676
     11.1600       2.5577       2.2622       2.5243       2.0350
     11.1700       2.5891       2.2445       2.5617       2.0717
     11.1800       2.6497       2.2451       2.6163       2.0650
     11.1900       2.5827       2.2313       2.5528       2.0300
     11.2000       2.6812       2.2550       2.6340       2.1300
     11.2100       2.6594       2.3230       2.6148       2.1085
     11.2200       2.6721       2.3105       2.6194       2.1390
     11.2300       2.7046       2.3966       2.6599       2.1453
     11.2400       2.6278       2.3557       2.5800       2.1315
     11.2500       2.5734       2.1595       2.5473       2.0176
     11.2600       2.4743       2.1929       2.4248       2.0199
     11.2700       2.5556       2.2879       2.5182       2.0784
     11.2800       2.6467       2.2394       2.6048       2.1008
     11.2900       2.5415       2.2560       2.4991       2.0130
     11.3000       2.4105       2.2503       2.3619       1.9340
     11.3100       2.3838       2.1811       2.3166       1.9848
     11.3200       2.4081       2.1220       2.3612       1.9502
     11.3300       2.4154       2.1251       2.3822       1.9814
     11.3400       2.5100       2.1132       2.4651       2.0420
     11.3500       2.5726       2.1232       2.5373       2.0203
     11.3600       2.4339       2.0735       2.3884       1.9228
     11.3700       2.4208       2.2498       2.3721       1.9681
     11.3800       2.3992       2.2862       2.3437       1.9831
     11.3900       2.4525       2.3426       2.3996       2.1150
     11.4000       2.4230       2.2315       2.3700       2.0545
     11.4100       2.4115       2.2974       2.3532       2.0854
     11.4200       2.5551       2.3233       2.5026       2.1162
     11.4300       2.4566       2.2207       2.4059       1.9793
     11.4400       2.4746       2.1170       2.4190       2.0038
     11.4500       2.3879       2.0485       2.3367       1.9920
     11.4600       2.5179       2.1770       2.4729       2.0760
     11.4700       2.3861       2.2395       2.3359       2.0708
     11.4800       2.3008       2.1865       2.2513       1.8904
     11.4900       2.2571       2.1820       2.1903       1.8994
     11.5000       2.3553       2.1315       2.2950       1.9516
     11.5100       2.4248       2.1718       2.3589       1.9723
     11.5200       2.2827       2.1623       2.2264       1.9414
     11.5300       2.2754       2.2076       2.2242       1.8679
     11.5400       2.3943       2.1352       2.3384       1.9186
     11.5500       2.4211       2.1070       2.3766       1.9607
     11.5600       2.4276       2.0574       2.3901       1.9406
     11.5700       2.4392       2.2053       2.3960       2.0459
     11.5800       2.5229       2.1544       2.4929       2.0372
     11.5900       2.4851       2.2088       2.4385       2.0606
     11.6000       2.5492       2.1612       2.5169       2.0695
     11.6100       2.4877       2.1983       2.4504       2.0434
     11.6200       2.4672       2.2320       2.4207       1.9982
     11.6300       2.4312       2.2532       2.3974       2.0146
     11.6400       2.5291       2.0561       2.5108       1.9823
     11.6500       2.6003       1.9810       2.5957       2.0372
     11.6600       2.4891       2.0370       2.4683       2.0034
     11.6700       2.5392       2.0324       2.5169       2.0365
     11.6800       2.6655       2.1567       2.6415       2.1789
     11.6900       2.6239       2.1825       2.5906       2.1459
     11.7000       2.5950       1.9629       2.5867       2.1057
     11.7100       2.5901       2.0578       2.5609       2.0938
     11.7200       2.5485       2.0998       2.5118       2.0222
     11.7300       2.5890       2.1449       2.5575       2.1015
     11.7400       2.5315       2.1250       2.4872       2.0748
     11.7500       2.6237       1.9816       2.6019       2.0401
     11.7600       2.6797       1.9820       2.6605       2.0652
     11.7700       2.7086       2.0189       2.7016       2.1145
     11.7800       2.5610       2.0950       2.5411       2.0347
     11.7900       2.6524       2.0646       2.6311       2.0742
     11.8000       2.5781       1.9889       2.5579       2.0471
     11.8100       2.5886       1.9030       2.5754       2.0639
     11.8200       2.5255       1.9498       2.5029       1.9984
     11.8300       2.6618       2.0103       2.6357       2.0711
     11.8400       2.7210       2.0996       2.6920       2.2096
     11.8500       2.6112       1.9098       2.5981       2.0538
     11.8600       2.5785       2.0158       2.5534       2.0587
     11.8700       2.6778       2.0745       2.6484       2.0832
     11.8800       2.6652       2.0117       2.6325       2.0857
     11.8900       2.6792       1.9811       2.6494       2.1328
     11.9000       2.6774       1.9787       2.6566       2.1007
     11.9100       2.6492       2.2328       2.6179       2.1635
     11.9200       2.7466       2.1548       2.7064       2.2210
     11.9300       2.8378       2.1725       2.8073       2.2448
     11.9400       2.7275       2.2241       2.6864       2.2097
     11.9500       2.7027       2.2100       2.6775       2.1356
     11.9600       2.7249       2.3197       2.6719       2.2220
     11.9700       2.6339       2.2250       2.6025       2.1423
     11.9800       2.6309       2.3174       2.5913       2.1353
     11.9900       2.5873       2.3112       2.5396       2.1171
     12.0000       2.5815       2.2656       2.5296       2.0505
     12.0100       2.5897       2.1731       2.5420       2.0713
     12.0200       2.6401       2.1060       2.6135       2.1177
     12.0300       2.6394       2.1324       2.6176       2.1011
     12.0400       2.6706       2.2922       2.6231       2.2210
     12.0500       2.6808       2.0853       2.6647       2.1241
     12.0600       2.6790       2.0783       2.6589       2.1327
     12.0700       2.7276       2.2503       2.6978       2.2295
     12.0800       2.7962       2.2231       2.7716       2.2202
     12.0900       2.7042       2.1794       2.6760       2.2651
     12.1000       2.6354       2.0948       2.5974       2.2697
     12.1100       2.7153       2.1873       2.6809       2.1776
     12.1200       2.5179       2.1186       2.4783       2.0756
     12.1300       2.6110       2.2650       2.5631       2.1462
     12.1400       2.7358       2.4460       2.6724       2.2963
     12.1500       2.5580       2.3653       2.4938       2.1672
     12.1600       2.6510       2.3808       2.6038       2.1951
     12.1700       2.6452       2.3413       2.5969       2.1974
     12.1800       2.5061       2.3728       2.4413       2.1470
     12.1900       2.5982       2.4294       2.5303       2.1647
     12.2000       2.7017       2.3677       2.6620       2.2395
     12.2100       2.6397       2.2939       2.5729       2.1277
     12.2200       2.6243       2.1917       2.5712       2.0787
     12.2300       2.5171       2.2178       2.4686       2.0020
     12.2400       2.4397       2.3704       2.3706       1.9935
     12.2500       2.5096       2.3100       2.4598       2.0574
     12.2600       2.5837       2.3653       2.5310       2.0816
     12.2700       2.5202       2.3984       2.4570       2.1280
     12.2800       2.4581       2.2790       2.3992       2.0286
     12.2900       2.5254       2.2470       2.4913       2.0173
     12.3000       2.5530       2.3745       2.4971       2.0550
     12.3100       2.4990       2.3178       2.4469       2.0275
     12.3200       2.6412       2.3101       2.5746       2.1581
     12.3300       2.6252       2.3018       2.5761       2.1085
     12.3400       2.6328       2.2500       2.5843       2.1426
     12.3500       2.6175       2.2149       2.5759       2.0629
     12.3600       2.6664       2.1569       2.6179       2.0838
     12.3700       2.6781       2.1974       2.6302       2.1159
     12.3800       2.6176       2.2132       2.5789       2.0459
     12.3900       2.7719       2.2012       2.7321       2.1209
     12.4000       2.6958       2.1208       2.6585       2.0540
     12.4100       2.6322       2.1440       2.6121       2.0586
     12.4200       2.5835       2.0838       2.5660       1.9838
     12.4300       2.5448       2.0810       2.5213       1.9860
     12.4400       2.5978       2.2544       2.5475       2.1341
     12.4500       2.5829       2.2078       2.5446       2.0835
     12.4600       2.5381       2.2281       2.4848       2.0606
     12.4700       2.5697       2.2414       2.5276       2.1450
     12.4800       2.5918       1.9850       2.5628       2.0528
     12.4900       2.5137       2.0249       2.4700       2.0297
     12.5000       2.5004       2.0420       2.4705       2.0727
     12.5100       2.5972       2.0769       2.5508       2.1498
     12.5200       2.4898       2.0620       2.4645       2.0796
     12.5300       2.4887       2.0840       2.4459       2.1220
     12.5400       2.4231       2.1172       2.3896       2.0891
     12.5500       2.5608       2.2037       2.5262       2.1226
     12.5600       2.5579       2.2251       2.5406       2.1407
     12.5700       2.5431       2.1418       2.5223       2.1087
     12.5800       2.5523       2.2206       2.5205       2.1441
     12.5900       2.6113       2.1964       2.5940       2.1662
     12.6000       2.4830       2.0240       2.4528       2.0451
     12.6100       2.5341       2.1560       2.4935       2.0908
     12.6200       2.5881       2.1051       2.5609       2.1267
     12.6300       2.4838       2.0158       2.4598       2.0441
     12.6400       2.4633       2.0290       2.4241       2.0098
     12.6500       2.4338       2.1110       2.4012       2.0057
     12.6600       2.3783       2.0493       2.3274       1.9670
     12.6700       2.4158       2.0733       2.3746       2.0175
     12.6800       2.4080       2.1112       2.3623       2.0883
     12.6900       2.3889       2.1359       2.3383       2.0583
     12.7000       2.5154       2.1286       2.4751       2.1242
     12.7100       2.4500       2.0766       2.3885       2.0710
     12.7200       2.4575       2.1889       2.3814       2.1180
     12.7300       2.4471       2.1407       2.3760       2.1112
     12.7400       2.4210       2.1178       2.3544       2.0968
     12.7500       2.3826       2.1314       2.3203       2.0032
     12.7600       2.3810       2.1115       2.3304       2.0523
     12.7700       2.3941       2.2232       2.3404       2.1295
     12.7800       2.3699       2.0440       2.3252       2.0415
     12.7900       2.3561       2.1789       2.2814       2.0775
     12.8000       2.3339       2.0885       2.2758       2.0238
     12.8100       2.2701       2.0627       2.2086       1.9784
     12.8200       2.2577       2.1880       2.2010       1.9410
     12.8300       2.3028       2.1320       2.2320       2.0591
     12.8400       2.2464       2.0968       2.1820       2.0208
     12.8500       2.3907       2.1578       2.3434       2.0995
     12.8600       2.3072       2.1252       2.2429       2.0595
     12.8700       2.3933       2.1443       2.3398       2.0920
     12.8800       2.2919       2.1956       2.2360       2.0565
     12.8900       2.3734       2.1739       2.3279       2.0598
     12.9000       2.4155       2.1532       2.3703       2.0799
     12.9100       2.4711       2.2901       2.4070       2.1394
     12.9200       2.3985       2.2490       2.3291       2.1020
     12.9300       2.4292       2.3254       2.3748       2.0747
     12.9400       2.4171       2.0707       2.3780       2.0238
     12.9500       2.3461       2.1335       2.2982       2.0619
     12.9600       2.2665       2.2852       2.2009       2.0173
     12.9700       2.2601       2.2458       2.1991       2.0638
     12.9800       2.2917       2.2324       2.2274       2.0585
     12.9900       2.3633       2.2314       2.3030       2.0624
     13.0000       2.3617       2.0735       2.3143       1.9832
     13.0100       2.4345       2.0274       2.4086       2.1043
     13.0200       2.3706       2.0791       2.3465       2.0139
     13.0300       2.4917       2.2334       2.4445       2.0956
     13.0400       2.3501       2.1446       2.3017       2.0138
     13.0500       2.3464       2.0304       2.3139       1.9728
     13.0600       2.3918       2.0785       2.3661       2.0032
     13.0700       2.3294       2.1141       2.2729       2.0167
     13.0800       2.3514       2.0259       2.3128       1.9597
     13.0900       2.3154       2.0844       2.2824       1.9689
     13.1000       2.2983       2.1160       2.2589       1.9513
     13.1100       2.3703       2.1975       2.3164       2.0612
     13.1200       2.3035       2.2676       2.2499       2.0424
     13.1300       2.4016       2.4238       2.3376       2.1013
     13.1400       2.3830       2.4347       2.3260       2.0654
     13.1500       2.3992       2.4649       2.3310       2.1080
     13.1600       2.4329       2.4486       2.3699       2.1067
     13.1700       2.4350       2.3402       2.3763       2.1220
     13.1800       2.4357       2.4446       2.3635       2.1173
     13.1900       2.4075       2.6013       2.3265       2.1530
     13.2000       2.4579       2.5044       2.3925       2.1780
     13.2100       2.5043       2.4720       2.4583       2.1157
     13.2200       2.4499       2.5198       2.3765       2.1529
     13.2300       2.4471       2.5771       2.3603       2.1844
     13.2400       2.4278       2.6072       2.3503       2.1308
     13.2500       2.4268       2.5801       2.3500       2.1209
     13.2600       2.4146       2.6396       2.3255       2.1702
     13.2700       2.3911       2.4715       2.3046       2.1373
     13.2800       2.2792       2.4809       2.2039       2.0714
     13.2900       2.3426       2.5904       2.2563       2.1277
     13.3000       2.3930       2.5041       2.3268       2.1765
     13.3100       2.4270       2.5167       2.3510       2.1626
     13.3200       2.5010       2.3809       2.4447       2.1488
     13.3300       2.4546       2.3273       2.3980       2.0981
     13.3400       2.5205       2.4848       2.4611       2.1279
     13.3500       2.5140       2.4414       2.4522       2.1761
     13.3600       2.5028       2.3453       2.4578       2.2042
     13.3700       2.5899       2.5752       2.5172       2.2468
     13.3800       2.5279       2.5320       2.4614       2.2301
     13.3900       2.5657       2.6091       2.4919       2.2624
     13.4000       2.4932       2.6420       2.4202       2.2267
     13.4100       2.5084       2.6176       2.4346       2.2333
     13.4200       2.5925       2.6461       2.5198       2.2279
     13.4300       2.5609       2.6384       2.4929       2.2119
     13.4400       2.6017       2.5009       2.5487       2.1754
     13.4500       2.6851       2.5103       2.6284       2.2383
     13.4600       2.5434       2.4271       2.4849       2.1347
     13.4700       2.5654       2.5059       2.5013       2.1860
     13.4800       2.5991       2.3785       2.5573       2.1348
     13.4900       2.4849       2.3048       2.4376       2.0795
     13.5000       2.4642       2.2652       2.4196       2.0459
     13.5100       2.5438       2.4251       2.4908       2.1147
     13.5200       2.7212       2.3871       2.6926       2.1426
     13.5300       2.6691       2.3338       2.6473       2.1224
     13.5400       2.6337       2.3360       2.5938       2.1092
     13.5500       2.6713       2.4346       2.6356       2.1731
     13.5600       2.7256       2.3279       2.6865       2.1262
     13.5700       2.7222       2.4605       2.6865       2.1411
     13.5800       2.7172       2.3635       2.6847       2.0725
     13.5900       2.7300       2.3865       2.6832       2.1275
     13.6000       2.7713       2.4206       2.7146       2.1680
     13.6100       2.7569       2.4469       2.7047       2.1697
     13.6200       2.6701       2.3080       2.6287       2.0896
     13.6300       2.7038       2.2057       2.6620       2.1294
     13.6400       2.7953       2.1798       2.7766       2.1333
     13.6500       2.8090       2.2235       2.7867       2.1726
     13.6600       2.8563       2.2114       2.8469       2.1618
     13.6700       2.6707       2.2785       2.6365       2.1104
     13.6800       2.7310       2.2752       2.6967       2.1584
     13.6900       2.5794       2.3086       2.5492       2.0849
     13.7000       2.6160       2.2097       2.5830       2.1741
     13.7100       2.6057       2.2925       2.5707       2.1374
     13.7200       2.6592       2.4111       2.6015       2.2087
     13.7300       2.7427       2.4469       2.7082       2.2742
     13.7400       2.7542       2.5060       2.7164       2.2240
     13.7500       2.8159       2.5280       2.7897       2.2726
     13.7600       2.8029       2.4522       2.7707       2.2069
     13.7700       2.7411       2.4759       2.7109       2.2219
     13.7800       2.8919       2.5152       2.8556       2.2746
     13.7900       2.7817       2.4270       2.7495       2.1835
     13.8000       2.7669       2.3597       2.7331       2.2031
     13.8100       2.7346       2.4318       2.6959       2.2033
     13.8200       2.8031       2.4642       2.7774       2.2460
     13.8300       2.8217       2.3691       2.7867       2.1855
     13.8400       2.8762       2.4150       2.8587       2.2458
     13.8500       2.7841       2.5591       2.7307       2.2721
     13.8600       2.7855       2.4459       2.7469       2.1643
     13.8700       2.6702       2.4685       2.6197       2.1620
     13.8800       2.6760       2.5475       2.6330       2.2014
     13.8900       2.8013       2.7155       2.7476       2.3561
     13.9000       2.8858       2.6373       2.8386       2.2640
     13.9100       2.7742       2.5718       2.7274       2.2055
     13.9200       2.7643       2.5462       2.7292       2.2271
     13.9300       2.6516       2.4956       2.6115       2.1530
     13.9400       2.7464       2.6191       2.6977       2.1952
     13.9500       2.7214       2.6483       2.6705       2.2345
     13.9600       2.6920       2.5425       2.6338       2.2051
     13.9700       2.7453       2.6324       2.6961       2.2641
     13.9800       2.7550       2.5076       2.7127       2.2340
     13.9900       2.7582       2.6462       2.7054       2.2617
     14.0000       2.6885       2.5471       2.6348       2.2729
     14.0100       2.6030       2.5844       2.5442       2.1963
     14.0200       2.6277       2.5767       2.5734       2.2091
     14.0300       2.5758       2.5411       2.5307       2.0923
     14.0400       2.6529       2.4783       2.6248       2.1248
     14.0500       2.6734       2.5136       2.6393       2.1438
     14.0600       2.6173       2.4112       2.5924       2.1713
     14.0700       2.6590       2.3786       2.6271       2.1429
     14.0800       2.6476       2.3708       2.6118       2.1455
     14.0900       2.6470       2.4582       2.6009       2.1594
     14.1000       2.6836       2.3356       2.6496       2.1260
     14.1100       2.7323       2.4636       2.6906       2.2127
     14.1200       2.6715       2.3863       2.6267       2.1577
     14.1300       2.5405       2.4554       2.4777       2.1183
     14.1400       2.6137       2.5385       2.5630       2.1921
     14.1500       2.5945       2.4081       2.5508       2.1270
     14.1600       2.5030       2.3961       2.4490       2.1232
     14.1700       2.5114       2.3622       2.4633       2.0868
     14.1800       2.6020       2.3334       2.5725       2.2024
     14.1900       2.5015       2.2268       2.4716       2.0797
     14.2000       2.6580       2.3446       2.6250       2.1058
     14.2100       2.7085       2.3559       2.6667       2.1776
     14.2200       2.7146       2.2841       2.6885       2.1451
     14.2300       2.7616       2.3344       2.7357       2.2210
     14.2400       2.6629       2.3308       2.6366       2.2214
     14.2500       2.7995       2.2750       2.7876       2.2527
     14.2600       2.7911       2.3370       2.7826       2.1754
     14.2700       2.7412       2.3329       2.7083       2.1375
     14.2800       2.7183       2.3228       2.6665       2.1881
     14.2900       2.7229       2.1785       2.7027       2.1127
     14.3000       2.6896       2.2923       2.6469       2.1669
     14.3100       2.7441       2.3185       2.6975       2.1700
     14.3200       2.7078       2.2604       2.6635       2.1528
     14.3300       2.7185       2.2329       2.6890       2.1496
     14.3400       2.7282       2.1063       2.7061       2.0959
     14.3500       2.7536       2.1717       2.7143       2.1024
     14.3600       2.7364       2.2117       2.7080       2.1162
     14.3700       2.6778       1.9486       2.6642       2.0172
     14.3800       2.5754       1.9531       2.5563       1.9585
     14.3900       2.6697       2.1645       2.6407       2.0152
     14.4000       2.6365       2.1839       2.5977       2.0399
     14.4100       2.6120       2.2672       2.5788       2.0855
     14.4200       2.5238       2.2730       2.4797       2.1058
     14.4300       2.6172       2.2358       2.5918       2.0363
     14.4400       2.6146       2.1580       2.6007       2.0411
     14.4500       2.6496       2.2101       2.6240       2.1053
     14.4600       2.7560       2.2669       2.7391       2.1306
     14.4700       2.6508       2.2520       2.6014       2.1077
     14.4800       2.6985       2.2561       2.6675       2.0890
     14.4900       2.6473       2.1021       2.6308       2.0417
     14.5000       2.5511       2.1289       2.5202       2.0168
     14.5100       2.5725       2.0116       2.5553       1.9792
     14.5200       2.6138       1.9665       2.6133       2.0299
     14.5300       2.5567       2.1317       2.5360       1.9586
     14.5400       2.6166       1.9813       2.5975       1.9744
     14.5500       2.6404       2.0397       2.6097       2.0192
     14.5600       2.5567       2.0099       2.5412       1.9001
     14.5700       2.5744       1.9301       2.5513       1.9325
     14.5800       2.5234       1.6990       2.5165       1.8235
     14.5900       2.4692       1.9454       2.4486       1.8738
     14.6000       2.4706       1.9978       2.4519       1.9089
     14.6100       2.5347       2.1190       2.5054       1.9745
     14.6200       2.4221       2.0549       2.4038       1.9790
     14.6300       2.3787       2.1272       2.3555       1.9523
     14.6400       2.3726       2.0921       2.3519       1.9792
     14.6500       2.3790       2.0450       2.3619       1.9349
     14.6600       2.4692       1.9919       2.4639       1.9500
     14.6700       2.5447       1.9167       2.5331       2.0417
     14.6800       2.4246       1.9860       2.4199       1.9356
     14.6900       2.3445       1.8628       2.3212       1.9142
     14.7000       2.3116       1.8846       2.3025       1.8594
     14.7100       2.4020       1.9667       2.3776       1.9241
     14.7200       2.4170       2.1492       2.3677       1.9763
     14.7300       2.3445       2.0066       2.3077       1.8900
     14.7400       2.5274       1.9266       2.4960       1.9398
     14.7500       2.4796       1.9267       2.4412       1.8797
     14.7600       2.4315       2.0328       2.3963       1.8660
     14.7700       2.4809       2.0947       2.4408       1.8981
     14.7800       2.4686       2.0151       2.4393       1.8961
     14.7900       2.4353       1.9700       2.4126       1.7503
     14.8000       2.4528       2.0899       2.4143       1.8433
     14.8100       2.4280       2.1565       2.3836       1.9044
     14.8200       2.4232       2.2076       2.3847       1.9420
     14.8300       2.4602       2.2739       2.4173       1.9423
     14.8400       2.4718       2.2933       2.4249       1.9915
     14.8500       2.3863       2.2540       2.3473       1.9685
     14.8600       2.4308       2.3166       2.3717       1.9744
     14.8700       2.4466       2.3209       2.4029       1.9575
     14.8800       2.2787       2.3426       2.2165       1.9109
     14.8900       2.3190       2.2386       2.2607       1.9555
     14.9000       2.3201       2.2096       2.2854       1.9568
     14.9100       2.4785       2.1378       2.4544       1.9468
     14.9200       2.4873       2.2451       2.4570       2.0317
     14.9300       2.3770       2.3463       2.3133       2.0182
     14.9400       2.4507       2.4075       2.3881       2.0701
     14.9500       2.4628       2.2609       2.4255       2.1023
     14.9600       2.4113       2.3883       2.3482       2.1524
     14.9700       2.3801       2.3548       2.3259       2.0918
     14.9800       2.4568       2.1659       2.4412       2.0538
     14.9900       2.3532       2.1078       2.3221       1.9722
     15.0000       2.3806       2.2327       2.3471       1.9922
     15.0100       2.4610       2.0692       2.4309       1.9872
     15.0200       2.3719       2.0330       2.3374       1.9103
     15.0300       2.3772       2.1399       2.3417       1.9827
     15.0400       2.3206       2.0241       2.2987       1.9539
     15.0500       2.3676       2.0701       2.3366       1.9544
     15.0600       2.3260       2.1770       2.2839       1.9823
     15.0700       2.3248       2.1427       2.2915       1.9294
     15.0800       2.3485       2.0248       2.3211       1.9772
     15.0900       2.2679       2.0527       2.2289       1.8539
     15.1000       2.4023       1.9936       2.3780       1.9412
     15.1100       2.3552       1.9563       2.3257       1.8867
     15.1200       2.3308       2.1852       2.2869       1.9682
     15.1300       2.2810       2.1369       2.2473       1.9317
     15.1400       2.2168       2.0823       2.1643       1.9246
     15.1500       2.3596       2.1273       2.3189       2.0058
     15.1600       2.3910       2.1127       2.3431       1.9226
     15.1700       2.4466       2.1461       2.4109       2.0139
     15.1800       2.3619       2.0676       2.3398       1.9556
     15.1900       2.3222       2.0068       2.2915       1.8952
     15.2000       2.3455       2.1621       2.3139       1.9115
     15.2100       2.3513       2.1304       2.3176       1.9421
     15.2200       2.3686       2.1409       2.3369       1.9669
     15.2300       2.4355       2.1745       2.4151       1.9656
     15.2400       2.4682       2.2009       2.4365       1.9496
     15.2500       2.4502       2.1263       2.4345       1.9407
     15.2600       2.3756       2.1486       2.3469       1.9744
     15.2700       2.3959       2.1502       2.3686       1.9745
     15.2800       2.4192       2.2596       2.3769       2.0815
     15.2900       2.4464       2.0871       2.4178       2.0641
     15.3000       2.3277       2.2509       2.2882       2.0541
     15.3100       2.3948       2.1660       2.3581       2.0414
     15.3200       2.3290       2.1784       2.2915       1.9614
     15.3300       2.4210       2.2321       2.3870       2.0086
     15.3400       2.4445       2.1500       2.4095       1.9703
     15.3500       2.4335       2.2515       2.3990       2.0468
     15.3600       2.4504       2.2620       2.4116       2.0503
     15.3700       2.3973       2.2199       2.3626       2.0483
     15.3800       2.3963       2.2795       2.3459       2.0776
     15.3900       2.4911       2.2239       2.4578       2.0534
     15.4000       2.5054       2.2045       2.4752       2.0400
     15.4100       2.4211       2.3837       2.3723       2.0600
     15.4200       2.5813       2.2790       2.5514       2.0881
     15.4300       2.5000       2.2822       2.4650       2.1563
     15.4400       2.4829       2.2791       2.4469       2.0286
     15.4500       2.5553       2.2857       2.5197       2.1032
     15.4600       2.5020       2.2129       2.4634       2.0341
     15.4700       2.4537       2.2351       2.4063       2.0996
     15.4800       2.4912       2.2059       2.4591       2.0659
     15.4900       2.4748       2.3188       2.4330       2.1672
     15.5000       2.4875       2.2089       2.4578       2.0710
     15.5100       2.5606       2.3098       2.5371       2.0901
     15.5200       2.5304       2.3428       2.4803       2.1166
     15.5300       2.4861       2.2118       2.4326       2.0480
     15.5400       2.4986       2.1206       2.4483       2.0608
     15.5500       2.4220       2.1763       2.3820       1.9451
     15.5600       2.4034       2.2924       2.3492       2.0022
     15.5700       2.4226       2.3251       2.3788       2.0105
     15.5800       2.4737       2.2853       2.4336       2.0394
     15.5900       2.4341       2.3406       2.3875       2.0824
     15.6000       2.4194       2.3855       2.3690       2.0705
     15.6100       2.4261       2.4312       2.3781       2.0834
     15.6200       2.4148       2.3346       2.3695       2.0314
     15.6300       2.4732       2.3336       2.4381       2.0607
     15.6400       2.5411       2.3180       2.5069       2.0892
     15.6500       2.5114       2.2813       2.4863       2.0077
     15.6600       2.4860       2.3747       2.4330       2.0865
     15.6700       2.5377       2.2737       2.5050       2.0233
     15.6800       2.5389       2.2961       2.5112       2.0959
     15.6900       2.4343       2.3537       2.3797       2.0583
     15.7000       2.6005       2.2795       2.5562       2.0993
     15.7100       2.6341       2.0660       2.6099       1.9895
     15.7200       2.5789       2.1961       2.5312       2.0244
     15.7300       2.6094       2.1999       2.5718       2.0425
     15.7400       2.7249       2.1572       2.6960       2.0859
     15.7500       2.6455       2.1737       2.6224       2.0684
     15.7600       2.6352       2.2421       2.6100       2.0851
     15.7700       2.5447       2.3439       2.4835       2.0913
     15.7800       2.6991       2.4448       2.6308       2.2109
     15.7900       2.7677       2.4623       2.7001       2.1803
     15.8000       2.5561       2.4758       2.4816       2.0871
     15.8100       2.6675       2.6884       2.5772       2.2532
     15.8200       2.6118       2.5225       2.5477       2.2045
     15.8300       2.6742       2.3969       2.6205       2.1285
     15.8400       2.6512       2.3721       2.5979       2.0786
     15.8500       2.6028       2.3719       2.5504       2.1351
     15.8600       2.6000       2.3325       2.5507       2.0948
     15.8700       2.5692       2.3532       2.5186       2.1044
     15.8800       2.5524       2.3766       2.4882       2.0792
     15.8900       2.5162       2.2688       2.4458       2.0702
     15.9000       2.4561       2.2707       2.3979       2.0665
     15.9100       2.4399       2.3261       2.3647       2.0840
     15.9200       2.4397       2.3269       2.3793       2.0601
     15.9300       2.5735       2.3073       2.5207       2.0750
     15.9400       2.7688       2.3645       2.7180       2.1992
     15.9500       2.6982       2.3519       2.6408       2.1181
     15.9600       2.6840       2.3031       2.6316       2.0840
     15.9700       2.6218       2.2168       2.5742       2.0473
     15.9800       2.5830       2.2824       2.5143       2.0973
     15.9900       2.6571       2.2868       2.5996       2.0656
     16.0000       2.6566       2.3307       2.5983       2.1058
     16.0100       2.5913       2.3417       2.5309       2.0883
     16.0200       2.6846       2.3206       2.6298       2.1118
     16.0300       2.6461       2.3178       2.5829       2.0577
     16.0400       2.6328       2.1588       2.5937       1.9927
     16.0500       2.7111       2.1294       2.6818       2.0642
     16.0600       2.6553       2.1022       2.6269       2.0007
     16.0700       2.6947       2.1832       2.6565       2.0380
     16.0800       2.7059       2.1125       2.6725       2.0141
