#Frame                com          pep          pro         bind
      5.3500       2.6963       1.6121       2.7204       1.9188
      5.3600       2.5758       1.7391       2.5826       1.8579
      5.3700       2.5951       1.6563       2.6058       1.8874
      5.3800       2.6648       1.5871       2.6736       1.8863
      5.3900       2.6177       1.5520       2.6326       1.8753
      5.4000       2.5362       1.5920       2.5480       1.7901
      5.4100       2.5192       1.6761       2.5205       1.8404
      5.4200       2.5922       1.6975       2.5993       1.8513
      5.4300       2.4516       1.6204       2.4544       1.8340
      5.4400       2.4873       1.5742       2.4892       1.8056
      5.4500       2.4556       1.7508       2.4492       1.8535
      5.4600       2.4590       1.7850       2.4404       1.8779
      5.4700       2.5706       1.6826       2.5740       1.8388
      5.4800       2.4482       1.5582       2.4608       1.7758
      5.4900       2.5281       1.7358       2.5261       1.8590
      5.5000       2.5455       1.6827       2.5521       1.8134
      5.5100       2.5705       1.7215       2.5856       1.8704
      5.5200       2.5500       1.6673       2.5360       1.8521
      5.5300       2.6365       1.6965       2.6337       1.9649
      5.5400       2.6220       1.7907       2.5959       1.9941
      5.5500       2.5748       1.7995       2.5671       1.9570
      5.5600       2.6512       1.7601       2.6452       1.9825
      5.5700       2.5795       1.9265       2.5614       1.9579
      5.5800       2.5251       1.7798       2.5230       1.8949
      5.5900       2.6087       1.7547       2.6048       1.9916
      5.6000       2.6585       1.8005       2.6455       2.0042
      5.6100       2.6037       1.6871       2.5983       1.9105
      5.6200       2.5237       1.7811       2.5093       1.8919
      5.6300       2.6294       1.6432       2.6369       1.8973
      5.6400       2.5722       1.6348       2.5744       1.8301
      5.6500       2.5755       1.7442       2.5657       1.9674
      5.6600       2.5603       1.6588       2.5712       1.8171
      5.6700       2.5979       1.6434       2.6008       1.8848
      5.6800       2.5435       1.6020       2.5525       1.8275
      5.6900       2.5899       1.6503       2.5985       1.8256
      5.7000       2.5503       1.5432       2.5536       1.8145
      5.7100       2.5378       1.5663       2.5434       1.8720
      5.7200       2.4589       1.5367       2.4755       1.7797
      5.7300       2.5773       1.5099       2.5979       1.8247
      5.7400       2.5828       1.4607       2.6056       1.8000
      5.7500       2.6252       1.6444       2.6304       1.8515
      5.7600       2.6834       1.6179       2.6859       1.9499
      5.7700       2.6494       1.4954       2.6710       1.7963
      5.7800       2.6066       1.7690       2.6057       1.9056
      5.7900       2.6443       1.8077       2.6466       1.8674
      5.8000       2.5996       1.6529       2.5989       1.8286
      5.8100       2.5874       1.6900       2.5943       1.7982
      5.8200       2.6752       1.7272       2.6833       1.9463
      5.8300       2.5735       1.6909       2.5704       1.8542
      5.8400       2.5673       1.6976       2.5624       1.8870
      5.8500       2.7075       1.7947       2.7005       1.9611
      5.8600       2.6468       1.7314       2.6567       1.8773
      5.8700       2.5830       1.7859       2.5641       1.9477
      5.8800       2.5347       1.7552       2.5079       1.9160
      5.8900       2.5270       1.7009       2.5246       1.9229
      5.9000       2.5498       1.7808       2.5331       1.9059
      5.9100       2.6680       1.6680       2.6788       1.9264
      5.9200       2.6450       1.7962       2.6301       1.9668
      5.9300       2.6497       1.7287       2.6513       2.0356
      5.9400       2.7352       1.7157       2.7203       2.0430
      5.9500       2.7309       1.6929       2.7297       1.9973
      5.9600       2.6505       1.7334       2.6476       2.0466
      5.9700       2.8613       1.8146       2.8581       2.1255
      5.9800       2.7128       1.8046       2.6970       2.0260
      5.9900       2.7176       1.7707       2.7074       1.9993
      6.0000       2.7332       1.9056       2.7063       2.0581
      6.0100       2.5347       1.8445       2.4981       1.9384
      6.0200       2.5708       1.7511       2.5463       1.8805
      6.0300       2.5495       1.8552       2.5188       1.9497
      6.0400       2.7165       1.7213       2.7048       2.0028
      6.0500       2.6976       1.6841       2.6951       1.9357
      6.0600       2.7354       1.7176       2.7393       1.9662
      6.0700       2.6959       1.7004       2.6957       2.0148
      6.0800       2.7097       1.6809       2.7052       1.9763
      6.0900       2.7220       1.7224       2.7302       2.0253
      6.1000       2.7961       1.7591       2.7895       2.0812
      6.1100       2.7223       1.7840       2.7097       2.0455
      6.1200       2.7929       1.9273       2.7655       2.1051
      6.1300       2.8009       1.8984       2.7915       2.0532
      6.1400       2.8148       1.9715       2.7906       2.1590
      6.1500       2.7181       2.0164       2.6745       2.1522
      6.1600       2.7789       1.9401       2.7355       2.0961
      6.1700       2.7616       1.8698       2.7209       2.0335
      6.1800       2.7183       1.9042       2.6646       2.0455
      6.1900       2.7413       1.9855       2.6983       2.1077
      6.2000       2.6975       1.8348       2.6495       2.0287
      6.2100       2.8076       2.1188       2.7516       2.1806
      6.2200       2.8172       2.0440       2.7777       2.1434
      6.2300       2.7214       1.9979       2.6890       2.1377
      6.2400       2.7461       1.9142       2.7267       2.0399
      6.2500       2.7566       1.9355       2.7290       2.0521
      6.2600       2.7331       1.9709       2.7084       2.0649
      6.2700       2.7515       2.0174       2.7070       2.1385
      6.2800       2.6272       2.1215       2.5625       2.1203
      6.2900       2.6150       1.9607       2.5851       1.9804
      6.3000       2.7592       1.8832       2.7429       2.0407
      6.3100       2.6001       1.8912       2.5615       1.9737
      6.3200       2.6276       1.7144       2.5997       1.9143
      6.3300       2.5769       1.8230       2.5484       1.9859
      6.3400       2.5949       1.7938       2.5826       1.9522
      6.3500       2.7205       1.9372       2.7069       2.0053
      6.3600       2.6354       1.8823       2.6155       1.9721
      6.3700       2.5709       1.8892       2.5432       1.9545
      6.3800       2.6669       1.8664       2.6482       1.9553
      6.3900       2.6838       1.8101       2.6593       1.9771
      6.4000       2.5501       1.8862       2.5018       1.9391
      6.4100       2.6427       1.7982       2.6008       1.9934
      6.4200       2.6099       1.8839       2.5712       2.0073
      6.4300       2.5993       1.8946       2.5768       2.0295
      6.4400       2.6259       1.9128       2.5873       2.0516
      6.4500       2.6259       1.7586       2.6002       1.9426
      6.4600       2.6962       1.7982       2.6813       2.0145
      6.4700       2.7594       1.7403       2.7514       2.0365
      6.4800       2.6767       1.7342       2.6708       1.9906
      6.4900       2.7308       1.7345       2.7113       2.0136
      6.5000       2.6341       1.6991       2.6160       1.9971
      6.5100       2.7579       1.7233       2.7472       2.0408
      6.5200       2.6652       1.8032       2.6561       1.9823
      6.5300       2.7306       1.7803       2.7291       2.0532
      6.5400       2.6572       1.9139       2.6182       2.0559
      6.5500       2.7773       1.7505       2.7584       2.0800
      6.5600       2.7363       1.8814       2.7004       2.0745
      6.5700       2.7092       1.8021       2.6928       1.9919
      6.5800       2.6852       1.8590       2.6570       2.0294
      6.5900       2.7356       1.7061       2.7184       2.0298
      6.6000       2.7682       1.7693       2.7524       1.9964
      6.6100       2.7656       1.8159       2.7453       2.0925
      6.6200       2.7928       1.8599       2.7957       2.0443
      6.6300       2.6851       1.7435       2.6903       1.9637
      6.6400       2.6094       1.8174       2.5992       1.9688
      6.6500       2.6934       1.7765       2.6947       2.0218
      6.6600       2.6792       1.7656       2.6704       1.9108
      6.6700       2.6018       1.6032       2.5921       1.9139
      6.6800       2.6299       1.6446       2.6115       1.9233
      6.6900       2.6166       1.6705       2.5926       1.9348
      6.7000       2.5272       1.6921       2.5136       1.8455
      6.7100       2.5086       1.7257       2.4858       1.9121
      6.7200       2.4751       1.7695       2.4551       1.8979
      6.7300       2.4642       1.8163       2.4247       1.8548
      6.7400       2.4125       1.7754       2.4014       1.9066
      6.7500       2.3841       1.6992       2.3740       1.8272
      6.7600       2.3742       1.7581       2.3564       1.8334
      6.7700       2.4054       1.8763       2.3821       1.8441
      6.7800       2.3224       1.8413       2.3076       1.8370
      6.7900       2.4161       2.0106       2.3785       1.9117
      6.8000       2.3845       1.9702       2.3398       1.9353
      6.8100       2.4194       1.8689       2.4031       1.8710
      6.8200       2.3955       1.8926       2.3938       1.8096
      6.8300       2.4798       1.8861       2.4669       1.9232
      6.8400       2.4462       1.7364       2.4282       1.8048
      6.8500       2.3702       1.6706       2.3493       1.8018
      6.8600       2.4835       1.7548       2.4641       1.8176
      6.8700       2.4374       1.6302       2.4389       1.8160
      6.8800       2.4408       1.6596       2.4331       1.8577
      6.8900       2.4566       1.7454       2.4455       1.9037
      6.9000       2.4593       1.6178       2.4533       1.8280
      6.9100       2.4673       1.6961       2.4509       1.8647
      6.9200       2.5807       1.7254       2.5573       1.9218
      6.9300       2.3999       1.6895       2.3900       1.8610
      6.9400       2.3399       1.7186       2.3253       1.8586
      6.9500       2.3587       1.6897       2.3404       1.8414
      6.9600       2.3565       1.7038       2.3415       1.8518
      6.9700       2.3144       1.5174       2.3087       1.7703
      6.9800       2.4041       1.6422       2.3887       1.8134
      6.9900       2.3053       1.7147       2.2798       1.8322
      7.0000       2.1922       1.6419       2.1760       1.7629
      7.0100       2.3586       1.7854       2.3415       1.8898
      7.0200       2.5091       1.7252       2.4964       1.9403
      7.0300       2.3654       1.6848       2.3501       1.8535
      7.0400       2.3995       1.6254       2.3975       1.8768
      7.0500       2.2139       1.5778       2.2079       1.7646
      7.0600       2.2562       1.7121       2.2456       1.8105
      7.0700       2.2402       1.5696       2.2393       1.6871
      7.0800       2.3209       1.6074       2.3149       1.7578
      7.0900       2.2588       1.6071       2.2446       1.7265
      7.1000       2.1921       1.6378       2.1727       1.7508
      7.1100       2.2338       1.6727       2.2056       1.7292
      7.1200       2.1517       1.7084       2.1299       1.7119
      7.1300       2.1747       1.6304       2.1545       1.7548
      7.1400       2.2384       1.7489       2.2261       1.7934
      7.1500       2.2299       1.6426       2.2198       1.7044
      7.1600       2.3028       1.6919       2.2835       1.8720
      7.1700       2.2768       1.6999       2.2480       1.8187
      7.1800       2.2186       1.7828       2.1881       1.8034
      7.1900       2.2311       1.7194       2.1926       1.8565
      7.2000       2.2733       1.7821       2.2341       1.8494
      7.2100       2.1650       1.6929       2.1330       1.7641
      7.2200       2.2529       1.7389       2.2245       1.8790
      7.2300       2.2258       1.6704       2.1923       1.7681
      7.2400       2.2264       1.6822       2.1935       1.8508
      7.2500       2.2270       1.7470       2.1898       1.8156
      7.2600       2.1227       1.7362       2.0946       1.7926
      7.2700       2.1320       1.6481       2.1055       1.6976
      7.2800       2.0713       1.5858       2.0444       1.6686
      7.2900       1.9533       1.6036       1.9256       1.6150
      7.3000       2.0495       1.6266       2.0309       1.6656
      7.3100       2.1098       1.7112       2.0990       1.7006
      7.3200       2.1799       1.7901       2.1411       1.7559
      7.3300       2.2605       1.7241       2.2385       1.7642
      7.3400       2.3096       1.7468       2.2652       1.8170
      7.3500       2.2646       1.8350       2.2281       1.7898
      7.3600       2.2824       1.8111       2.2437       1.8837
      7.3700       2.2398       1.7047       2.2201       1.8419
      7.3800       2.1520       1.7327       2.1152       1.7664
      7.3900       2.2535       1.7914       2.2176       1.7939
      7.4000       2.1670       1.8380       2.1168       1.7556
      7.4100       2.2248       1.7868       2.1833       1.7810
      7.4200       2.1778       1.7229       2.1454       1.7368
      7.4300       2.1816       1.7995       2.1370       1.7605
      7.4400       2.1693       1.7823       2.1228       1.8016
      7.4500       2.2695       1.7523       2.2216       1.8477
      7.4600       2.2408       1.7986       2.2043       1.8311
      7.4700       2.1513       1.8769       2.0996       1.8013
      7.4800       2.1022       1.9160       2.0530       1.8221
      7.4900       2.0583       1.8151       2.0161       1.7292
      7.5000       2.0004       1.8242       1.9419       1.7226
      7.5100       2.1282       1.8067       2.0871       1.7609
      7.5200       2.1569       1.8656       2.1057       1.7630
      7.5300       2.1213       1.7318       2.0963       1.6679
      7.5400       2.1161       1.6740       2.0888       1.7361
      7.5500       2.2365       1.6774       2.2023       1.8056
      7.5600       2.2479       1.6169       2.2224       1.7601
      7.5700       2.2241       1.6836       2.2027       1.7718
      7.5800       2.1904       1.6290       2.1640       1.7465
      7.5900       2.2123       1.6336       2.1871       1.7570
      7.6000       2.2297       1.5848       2.2153       1.7332
      7.6100       2.1803       1.6454       2.1517       1.6793
      7.6200       2.2201       1.6387       2.1949       1.7044
      7.6300       2.1925       1.6667       2.1723       1.7543
      7.6400       2.2192       1.7020       2.1926       1.7626
      7.6500       2.2349       1.8036       2.2121       1.7675
      7.6600       2.2973       1.6104       2.2890       1.7090
      7.6700       2.3886       1.6378       2.3829       1.7722
      7.6800       2.3329       1.6966       2.3229       1.7958
      7.6900       2.3062       1.4514       2.3023       1.6673
      7.7000       2.2596       1.6256       2.2393       1.7098
      7.7100       2.2740       1.6003       2.2625       1.7461
      7.7200       2.2058       1.6197       2.1923       1.7274
      7.7300       2.1955       1.6933       2.1765       1.7404
      7.7400       2.3940       1.8942       2.3564       1.9379
      7.7500       2.3731       1.7472       2.3604       1.8844
      7.7600       2.3652       1.6825       2.3419       1.8552
      7.7700       2.3737       1.6686       2.3534       1.8151
      7.7800       2.3919       1.6684       2.3713       1.8407
      7.7900       2.3257       1.5864       2.3203       1.7735
      7.8000       2.3682       1.7612       2.3472       1.8417
      7.8100       2.2186       1.5780       2.2047       1.7328
      7.8200       2.4015       1.8193       2.3899       1.9658
      7.8300       2.3894       1.7699       2.3728       1.8491
      7.8400       2.2968       1.6484       2.2796       1.7932
      7.8500       2.3109       1.7540       2.2742       1.8470
      7.8600       2.4236       1.6650       2.4059       1.8699
      7.8700       2.3644       1.5327       2.3591       1.7693
      7.8800       2.3317       1.5688       2.3344       1.7700
      7.8900       2.3554       1.7246       2.3534       1.8321
      7.9000       2.3575       1.6760       2.3412       1.8528
      7.9100       2.5024       1.7138       2.4811       1.9303
      7.9200       2.4511       1.6531       2.4346       1.8381
      7.9300       2.3604       1.6695       2.3396       1.8537
      7.9400       2.3846       1.8083       2.3500       1.9598
      7.9500       2.3528       1.6948       2.3436       1.8525
      7.9600       2.3741       1.6451       2.3524       1.8160
      7.9700       2.3954       1.7605       2.3821       1.8812
      7.9800       2.3213       1.6617       2.2929       1.8026
      7.9900       2.4579       1.7200       2.4250       1.8916
      8.0000       2.3000       1.6384       2.2739       1.8253
      8.0100       2.3801       1.6081       2.3509       1.8946
      8.0200       2.3884       1.6579       2.3538       1.8822
      8.0300       2.3018       1.6818       2.2701       1.8305
      8.0400       2.3540       1.5902       2.3386       1.7839
      8.0500       2.4573       1.7239       2.4446       1.8753
      8.0600       2.4763       1.7789       2.4529       1.8581
      8.0700       2.5561       1.8026       2.5370       1.9407
      8.0800       2.4861       1.6516       2.4860       1.8397
      8.0900       2.5405       1.7479       2.5384       1.9521
      8.1000       2.5176       1.6614       2.5123       1.8990
      8.1100       2.5270       1.7986       2.5164       1.9672
      8.1200       2.6233       1.8372       2.6013       2.0221
      8.1300       2.5684       1.7675       2.5588       1.9598
      8.1400       2.6721       1.7061       2.6614       2.0521
      8.1500       2.6113       1.7323       2.5989       2.0034
      8.1600       2.6183       1.6910       2.6026       1.9962
      8.1700       2.6223       1.7458       2.6058       2.0474
      8.1800       2.5920       1.7696       2.5726       1.9766
      8.1900       2.5310       1.6784       2.5234       1.9265
      8.2000       2.7425       1.7479       2.7338       2.0871
      8.2100       2.7594       1.8052       2.7437       2.0084
      8.2200       2.8448       1.6778       2.8226       2.0326
      8.2300       2.7764       1.7437       2.7477       2.0692
      8.2400       2.8042       1.8844       2.7758       2.1092
      8.2500       2.7032       1.8034       2.6535       1.9952
      8.2600       2.6543       1.7678       2.6127       1.9623
      8.2700       2.7937       1.7689       2.7560       2.0500
      8.2800       2.8293       1.6702       2.8170       1.9376
      8.2900       2.8860       1.8676       2.8656       2.0709
      8.3000       2.8203       1.7853       2.8163       2.0149
      8.3100       2.7750       1.8469       2.7606       2.0322
      8.3200       2.8999       1.8040       2.9015       2.0592
      8.3300       2.9199       1.7457       2.9209       2.0917
      8.3400       2.9023       1.7182       2.9121       2.0558
      8.3500       2.9295       1.8590       2.9185       2.1310
      8.3600       2.8144       1.8433       2.8218       2.0207
      8.3700       2.8572       1.8913       2.8422       2.0979
      8.3800       2.7979       1.9538       2.7680       2.1375
      8.3900       2.8632       1.8115       2.8543       2.0833
      8.4000       2.7275       1.8073       2.7162       2.0024
      8.4100       2.6884       1.6852       2.6746       1.9168
      8.4200       2.6156       1.8274       2.5870       1.9654
      8.4300       2.6780       1.9151       2.6578       2.0697
      8.4400       2.5819       1.9913       2.5374       2.0646
      8.4500       2.7262       1.9310       2.7050       2.0628
      8.4600       2.7875       1.9458       2.7715       2.1578
      8.4700       2.7684       2.0481       2.7484       2.1671
      8.4800       2.8327       1.8450       2.8140       2.0839
      8.4900       2.7573       1.9127       2.7314       2.0942
      8.5000       2.7383       1.9375       2.7009       2.1600
      8.5100       2.7093       1.8393       2.6841       2.1344
      8.5200       2.6982       1.9055       2.6827       1.9780
      8.5300       2.8285       2.1443       2.7871       2.2539
      8.5400       2.7997       1.9679       2.7709       2.1546
      8.5500       2.8453       1.9137       2.8259       2.1497
      8.5600       2.7226       1.8298       2.7072       2.0404
      8.5700       2.8192       2.0518       2.7903       2.1895
      8.5800       2.8085       1.9949       2.7902       2.1444
      8.5900       2.7815       1.9311       2.7752       2.0500
      8.6000       2.8152       1.9125       2.7982       2.1278
      8.6100       2.7861       1.8593       2.7640       2.0339
      8.6200       2.7757       2.0002       2.7532       2.1575
      8.6300       2.7177       1.8548       2.6991       2.1054
      8.6400       2.7801       1.8213       2.7564       2.1122
      8.6500       2.7053       1.8930       2.6772       2.0743
      8.6600       2.6828       1.7615       2.6737       2.0103
      8.6700       2.6368       1.8169       2.6228       2.0648
      8.6800       2.5413       1.7654       2.5286       1.9057
      8.6900       2.6298       1.8873       2.6052       2.0795
      8.7000       2.5210       1.8156       2.5068       1.8729
      8.7100       2.4437       1.8788       2.4259       1.9313
      8.7200       2.4607       1.8907       2.4208       1.9144
      8.7300       2.4950       1.8449       2.4604       1.9746
      8.7400       2.5081       1.9055       2.4674       2.0051
      8.7500       2.5700       1.9756       2.5353       1.9940
      8.7600       2.4478       1.9845       2.4250       1.8906
      8.7700       2.4960       2.0719       2.4532       1.9503
      8.7800       2.4120       1.8447       2.3988       1.8632
      8.7900       2.4945       1.9908       2.4562       1.9946
      8.8000       2.4942       2.0848       2.4558       2.0109
      8.8100       2.4745       1.8666       2.4444       1.9587
      8.8200       2.5081       1.9376       2.4760       1.9461
      8.8300       2.6519       2.0216       2.6243       2.0509
      8.8400       2.5222       1.8603       2.4992       2.0088
      8.8500       2.5445       1.9125       2.5160       2.0246
      8.8600       2.5210       1.8990       2.5056       2.0326
      8.8700       2.4155       1.7656       2.4093       1.8523
      8.8800       2.3780       1.7155       2.3753       1.8485
      8.8900       2.4205       1.9175       2.3961       1.8682
      8.9000       2.3438       1.8376       2.3254       1.7806
      8.9100       2.4441       1.9614       2.4210       1.8339
      8.9200       2.4181       1.6856       2.4195       1.7763
      8.9300       2.3465       1.7149       2.3385       1.7919
      8.9400       2.2709       1.6615       2.2767       1.7524
      8.9500       2.3740       1.5485       2.3780       1.7609
      8.9600       2.3297       1.5552       2.3388       1.7006
      8.9700       2.2874       1.6882       2.2764       1.7715
      8.9800       2.3189       1.5995       2.3262       1.7636
      8.9900       2.3265       1.6716       2.3313       1.7565
      9.0000       2.3177       1.7535       2.3173       1.7953
      9.0100       2.3220       1.6690       2.3292       1.7948
      9.0200       2.3238       1.7399       2.3171       1.8138
      9.0300       2.4029       1.7646       2.3909       1.8753
      9.0400       2.4825       1.7190       2.4801       1.8495
      9.0500       2.3473       1.7793       2.3429       1.8010
      9.0600       2.3349       1.7023       2.3396       1.7364
      9.0700       2.2996       1.7410       2.2958       1.7274
      9.0800       2.4756       1.7564       2.4650       1.9601
      9.0900       2.3061       1.7108       2.2933       1.8371
      9.1000       2.3076       1.6664       2.3064       1.8064
      9.1100       2.3540       1.6742       2.3492       1.8331
      9.1200       2.2413       1.6719       2.2361       1.7030
      9.1300       2.1972       1.6891       2.1691       1.8177
      9.1400       2.2055       1.8024       2.1884       1.7764
      9.1500       2.2696       1.7412       2.2501       1.8258
      9.1600       2.2503       1.7205       2.2310       1.7870
      9.1700       2.2906       1.6021       2.2923       1.7887
      9.1800       2.3717       1.7382       2.3591       1.8522
      9.1900       2.3299       1.7428       2.3217       1.8622
      9.2000       2.3298       1.6784       2.3184       1.7574
      9.2100       2.3182       1.8346       2.3102       1.8096
      9.2200       2.4458       1.7910       2.4499       1.8830
      9.2300       2.4985       1.7614       2.4919       1.8767
      9.2400       2.2782       1.7589       2.2688       1.8318
      9.2500       2.4564       1.7596       2.4452       2.0058
      9.2600       2.4904       1.6922       2.4867       1.9733
      9.2700       2.5292       1.7601       2.5220       1.9933
      9.2800       2.5339       1.7247       2.5316       2.0310
      9.2900       2.5403       1.8227       2.5209       2.0221
      9.3000       2.5020       1.8048       2.4914       1.9397
      9.3100       2.5017       1.7616       2.4971       1.9639
      9.3200       2.5125       1.7925       2.5123       1.9345
      9.3300       2.3901       1.7440       2.3970       1.7614
      9.3400       2.3677       1.7305       2.3732       1.8548
      9.3500       2.3690       1.6308       2.3770       1.7823
      9.3600       2.3525       1.6317       2.3519       1.8145
      9.3700       2.4096       1.7052       2.4075       1.8582
      9.3800       2.4131       1.5979       2.4159       1.8488
      9.3900       2.5096       1.6979       2.5098       1.9393
      9.4000       2.4965       1.6991       2.5001       1.9302
      9.4100       2.5446       1.5900       2.5615       1.9113
      9.4200       2.5558       1.5484       2.5715       1.9965
      9.4300       2.4718       1.6718       2.4740       1.9397
      9.4400       2.4095       1.5142       2.4269       1.8004
      9.4500       2.4358       1.5413       2.4438       1.8470
      9.4600       2.4360       1.5474       2.4273       1.7830
      9.4700       2.4371       1.5108       2.4411       1.7677
      9.4800       2.4494       1.5763       2.4504       1.9049
      9.4900       2.4230       1.6671       2.4134       1.8571
      9.5000       2.4355       1.6619       2.4346       1.8557
      9.5100       2.5104       1.7661       2.4808       1.8803
      9.5200       2.4102       1.7090       2.3993       1.8487
      9.5300       2.5133       1.8044       2.4933       1.9878
      9.5400       2.5382       1.6788       2.5305       1.9208
      9.5500       2.5166       1.7646       2.5099       1.9374
      9.5600       2.4424       1.8751       2.4229       1.9826
      9.5700       2.4811       1.8921       2.4575       2.0348
      9.5800       2.5444       1.7393       2.5383       2.0125
      9.5900       2.6043       1.7149       2.5968       1.9999
      9.6000       2.5706       1.7975       2.5533       2.0297
      9.6100       2.5802       1.8444       2.5726       2.0181
      9.6200       2.5267       1.7922       2.5110       1.9969
      9.6300       2.5904       1.9270       2.5720       2.0515
      9.6400       2.5084       1.9768       2.4748       2.0101
      9.6500       2.4894       1.8567       2.4649       1.9575
      9.6600       2.5300       1.8179       2.5116       1.9998
      9.6700       2.5299       1.9420       2.5131       2.0069
      9.6800       2.5532       1.9506       2.5465       1.9592
      9.6900       2.4734       1.9085       2.4544       2.0115
      9.7000       2.4121       1.8151       2.3900       1.9520
      9.7100       2.4807       1.8223       2.4718       2.0153
      9.7200       2.4711       1.9348       2.4516       2.0523
      9.7300       2.6011       1.8623       2.5773       2.2348
      9.7400       2.4710       1.8722       2.4371       2.1039
      9.7500       2.5186       1.7492       2.5058       2.0187
      9.7600       2.5363       1.6928       2.5190       2.1136
      9.7700       2.4828       1.7958       2.4720       1.9619
      9.7800       2.5093       1.7906       2.4929       1.9236
      9.7900       2.6205       1.8049       2.5986       2.0962
      9.8000       2.5918       1.9495       2.5720       2.0699
      9.8100       2.6381       1.8166       2.6360       2.1071
      9.8200       2.5010       1.8254       2.4806       2.0686
      9.8300       2.5420       1.8719       2.5289       2.0673
      9.8400       2.5935       1.9042       2.5508       2.1523
      9.8500       2.5451       1.8524       2.5255       2.0547
      9.8600       2.5605       1.9380       2.5523       2.0038
      9.8700       2.4984       1.9544       2.4734       1.9650
      9.8800       2.5317       2.0234       2.5124       1.9686
      9.8900       2.5834       1.9444       2.5724       1.9333
      9.9000       2.6086       1.9782       2.5936       1.9802
      9.9100       2.5732       1.9262       2.5616       1.9998
      9.9200       2.6260       1.9217       2.6064       2.0136
      9.9300       2.5902       1.8525       2.5921       1.9379
      9.9400       2.5686       1.9002       2.5632       1.8992
      9.9500       2.6358       1.8771       2.6312       1.9616
      9.9600       2.4921       1.8066       2.4762       1.8766
      9.9700       2.6266       2.0138       2.6178       1.9725
      9.9800       2.6865       1.9302       2.6753       1.9714
      9.9900       2.6380       2.0448       2.6085       1.9665
     10.0000       2.6454       2.0006       2.6273       1.9841
     10.0100       2.7701       1.9691       2.7666       2.0904
     10.0200       2.6724       1.9173       2.6535       1.9943
     10.0300       2.6862       1.9938       2.6849       1.9617
     10.0400       2.7680       1.9860       2.7563       2.0941
     10.0500       2.6977       1.9701       2.6875       1.9787
     10.0600       2.7934       2.0771       2.7759       2.0823
     10.0700       2.8692       2.0290       2.8549       2.1712
     10.0800       2.9176       2.0431       2.9041       2.1324
     10.0900       2.8804       2.0211       2.8771       2.1019
     10.1000       2.8742       1.9262       2.8803       1.9890
     10.1100       2.8222       1.9396       2.8155       2.0359
     10.1200       2.7361       1.9874       2.7157       2.0367
     10.1300       2.7144       1.9349       2.6986       2.0288
     10.1400       2.7623       2.0214       2.7331       2.1599
     10.1500       2.7529       2.1469       2.7090       2.1846
     10.1600       2.6737       2.1035       2.6470       2.1095
     10.1700       2.6845       2.1595       2.6499       2.1534
     10.1800       2.7318       2.1338       2.6959       2.1654
     10.1900       2.7204       2.0235       2.7109       2.1164
     10.2000       2.6016       2.1236       2.5719       2.0759
     10.2100       2.5800       2.0682       2.5481       2.0375
     10.2200       2.6064       2.0942       2.5842       2.0528
     10.2300       2.5346       2.1023       2.4935       2.0182
     10.2400       2.6107       2.1546       2.5501       2.1025
     10.2500       2.6657       2.1464       2.6254       2.1333
     10.2600       2.5508       2.2013       2.4923       2.1148
     10.2700       2.5202       2.1073       2.4680       2.0545
     10.2800       2.5097       2.1372       2.4648       2.0983
     10.2900       2.5942       2.1939       2.5357       2.1535
     10.3000       2.6942       2.0527       2.6551       2.1476
     10.3100       2.6656       2.0945       2.6291       2.1441
     10.3200       2.6564       2.0390       2.6273       2.1177
     10.3300       2.5920       2.0666       2.5572       2.1274
     10.3400       2.7309       2.0931       2.6810       2.1565
     10.3500       2.6662       2.0418       2.6261       2.1261
     10.3600       2.5999       1.9923       2.5499       2.0809
     10.3700       2.5883       1.9715       2.5614       1.9095
     10.3800       2.4521       2.0949       2.4026       1.9243
     10.3900       2.5669       2.0661       2.5372       2.0232
     10.4000       2.4508       2.1133       2.3980       1.9889
     10.4100       2.4803       1.9919       2.4432       1.9555
     10.4200       2.4843       2.0612       2.4420       1.9694
     10.4300       2.5402       2.0344       2.4986       1.9726
     10.4400       2.5436       2.0014       2.5105       1.9702
     10.4500       2.4923       1.9415       2.4547       1.9522
     10.4600       2.4775       1.9712       2.4345       1.9830
     10.4700       2.5091       2.0333       2.4520       2.0436
     10.4800       2.3316       2.0281       2.2761       1.9353
     10.4900       2.4263       2.0401       2.3842       1.9238
     10.5000       2.3680       1.9876       2.3142       1.8752
     10.5100       2.3622       1.8967       2.3290       1.8284
     10.5200       2.4324       2.0386       2.3806       1.9316
     10.5300       2.3697       1.8404       2.3369       1.8634
     10.5400       2.4886       1.8719       2.4658       1.8963
     10.5500       2.3374       1.9474       2.2897       1.8688
     10.5600       2.4095       1.8428       2.3636       1.8500
     10.5700       2.4405       1.9190       2.4036       1.9118
     10.5800       2.3547       1.9671       2.3210       1.8472
     10.5900       2.3347       1.9280       2.2923       1.8714
     10.6000       2.3531       1.9036       2.3094       1.8909
     10.6100       2.4951       1.8662       2.4673       1.9360
     10.6200       2.4799       1.9629       2.4491       1.9447
     10.6300       2.4201       1.9088       2.3987       1.8589
     10.6400       2.5503       1.9029       2.5136       2.0027
     10.6500       2.4832       1.9838       2.4363       1.9457
     10.6600       2.5290       2.0734       2.4687       1.9711
     10.6700       2.5192       2.0673       2.4655       2.0250
     10.6800       2.6140       1.9925       2.5705       2.0459
     10.6900       2.5151       2.0854       2.4677       2.0280
     10.7000       2.6278       2.2362       2.5836       2.0929
     10.7100       2.6491       2.2774       2.5922       2.1583
